Postcode,Latitude,Longitude,Easting,Northing,Grid Ref,Postcodes,Active postcodes,Population,Households
SE5 9,51.4712,-0.0984082,532173,176407,TQ321764,292,189,10923,4624
SE6 1,51.4394,-0.00510652,538749,173043,TQ387730,329,224,17256,6611
SE6 2,51.4393,-0.0162635,537974,173011,TQ379730,328,183,12670,5047
SE6 3,51.431,-0.0215757,537630,172078,TQ376720,257,188,11527,4743
SE6 4,51.4424,-0.0262058,537274,173337,TQ372733,336,228,11650,4818
SE6 9,51.439,-0.0200358,537713,172971,TQ377729,229,41,,
SE7 7,51.4843,0.0274643,540874,178098,TQ408780,348,224,11856,4566
SE7 8,51.4859,0.0384615,541633,178298,TQ416782,279,186,9194,3708
SE7 9,51.4894,0.0179981,540202,178647,TQ402786,35,3,,
SE8 3,51.4839,-0.0268464,537105,177951,TQ371779,283,188,10168,4140
SE8 4,51.4758,-0.0252907,537237,177053,TQ372770,270,162,7473,3385
SE8 5,51.4848,-0.0347822,536551,178036,TQ365780,292,181,9850,4053
SE8 9,51.4812,-0.0257158,537191,177653,TQ371776,40,12,,
SE9 1,51.4562,0.0569265,543008,175031,TQ430750,301,210,11256,4564
SE9 2,51.4468,0.0716637,544061,174014,TQ440740,250,175,10355,4006
SE9 3,51.4348,0.0619582,543424,172661,TQ434726,286,224,12745,5012
SE9 4,51.4339,0.0447619,542232,172527,TQ422725,293,234,12119,5195
SE9 5,51.4481,0.0468974,542336,174111,TQ423741,224,159,7174,3039
SE9 6,51.4575,0.0447544,542158,175152,TQ421751,245,190,9433,3569
SE9 9,51.4498,0.0526849,542733,174311,TQ427743,66,15,,
SE10 0,51.4908,0.0110438,539714,178790,TQ397787,355,271,7978,3511
SE10 1,51.4894,0.0179953,540201,178647,TQ402786,55,26,,
SE10 8,51.4768,-0.0087484,538383,177195,TQ383771,367,207,7837,3647
SE10 9,51.483,-0.00361285,538721,177895,TQ387778,343,223,8528,3805
SE11 4,51.4895,-0.105457,531631,178429,TQ316784,332,199,9048,3948
SE11 5,51.4875,-0.112764,531129,178194,TQ311781,273,161,6900,3104
SE11 6,51.4923,-0.112647,531124,178728,TQ311787,198,126,5645,2565
SE11 9,51.4891,-0.0984532,532118,178398,TQ321783,44,13,,
SE12 0,51.4429,0.022224,540638,173485,TQ406734,265,181,9085,3839
SE12 2,51.4498,0.0526849,542733,174311,TQ427743,29,4,,
SE12 8,51.4534,0.0221585,540601,174652,TQ406746,259,157,8379,3791
SE12 9,51.4412,0.0307384,541235,173312,TQ412733,247,181,9891,3948
SE13 5,51.4594,-0.00490066,538703,175268,TQ387752,339,209,12091,5462
SE13 6,51.4548,-0.00948431,538398,174748,TQ383747,351,207,12365,5414
SE13 7,51.4632,-0.0158434,537931,175670,TQ379756,395,278,16961,7212
SE13 9,51.4592,-0.0133544,538116,175230,TQ381752,66,11,,
SE14 5,51.4752,-0.047078,535726,176946,TQ357769,381,228,14965,6313
SE14 6,51.4758,-0.0383836,536328,177029,TQ363770,332,170,9816,3659
SE14 9,51.4746,-0.0455172,535836,176882,TQ358768,44,10,,
SE15 1,51.4791,-0.0617101,534698,177352,TQ346773,262,158,7441,2880
SE15 2,51.4731,-0.0607973,534779,176687,TQ347766,320,192,12479,5195
SE15 3,51.4646,-0.0596906,534881,175744,TQ348757,338,225,14124,5795
SE15 4,51.4676,-0.0706656,534110,176057,TQ341760,292,152,8396,3561
SE15 5,51.4736,-0.0715296,534033,176723,TQ340767,337,195,9747,3731
SE15 6,51.4788,-0.0751978,533763,177295,TQ337772,360,231,11947,4429
SE15 9,51.4718,-0.0709251,534080,176524,TQ340765,98,24,,
SE16 1,51.5003,-0.0416513,536028,179747,TQ360797,369,0,,
SE16 2,51.4926,-0.0553913,535097,178865,TQ350788,305,202,10312,4240
SE16 3,51.491,-0.065916,534371,178668,TQ343786,325,192,10627,4633
SE16 4,51.4981,-0.0653664,534389,179459,TQ343794,311,212,6853,3286
SE16 5,51.5017,-0.0485551,535545,179890,TQ355798,183,133,6150,2791
SE16 6,51.5,-0.0476857,535610,179702,TQ356797,155,122,4581,1987
SE16 7,51.4962,-0.0497602,535477,179276,TQ354792,275,186,7341,3404
SE16 9,51.4928,-0.080152,533378,178842,TQ333788,77,9,,
SE17 1,51.4908,-0.0933624,532467,178596,TQ324785,344,186,7111,2970
SE17 2,51.4872,-0.089923,532716,178202,TQ327782,345,232,14151,5484
SE17 3,51.4872,-0.100202,532002,178183,TQ320781,332,201,11604,5062
SE17 9,51.4891,-0.0984532,532118,178398,TQ321783,60,24,,
SE18 1,51.4869,0.0873246,545022,178504,TQ450785,275,192,14683,4904
SE18 2,51.4791,0.0862267,544971,177635,TQ449776,244,183,10120,3993
SE18 3,51.4792,0.0687417,543756,177611,TQ437776,305,194,12091,4698
SE18 4,51.4782,0.0559539,542871,177475,TQ428774,235,155,8469,3226
SE18 5,51.4908,0.0549191,542760,178874,TQ427788,259,183,10428,4167
SE18 6,51.4902,0.0681981,543684,178834,TQ436788,389,239,9370,4203
SE18 7,51.4871,0.0760572,544239,178504,TQ442785,269,197,12734,4809
SE18 9,51.4898,0.0707737,543864,178794,TQ438787,187,25,,
SE19 1,51.422,-0.0836618,533340,170963,TQ333709,313,182,8855,4017
SE19 2,51.4156,-0.0799932,533614,170258,TQ336702,305,182,7774,3899
SE19 3,51.4171,-0.0915026,532809,170403,TQ328704,348,227,11010,4773
SE19 9,51.4189,-0.0833189,533373,170619,TQ333706,53,7,,
SE20 7,51.4128,-0.0548644,535370,169992,TQ353699,351,226,11503,5141
SE20 8,51.4131,-0.0615729,534902,170014,TQ349700,369,254,11318,5320
SE20 9,51.4152,-0.0537342,535441,170261,TQ354702,43,11,,
SE21 7,51.4426,-0.0847015,533208,173252,TQ332732,156,96,3828,1340
SE21 8,51.4364,-0.0904506,532827,172552,TQ328725,316,192,11429,4729
SE21 9,51.4364,-0.0871626,533055,172558,TQ330725,30,8,,
SE22 0,51.4521,-0.0680877,534335,174338,TQ343743,284,163,10396,4326
SE22 2,51.4542,-0.0729305,533992,174563,TQ339745,51,10,,
SE22 8,51.4554,-0.0765416,533738,174690,TQ337746,344,215,10864,4488
SE22 9,51.4564,-0.0720791,534045,174809,TQ340748,241,128,8427,3819
SE23 1,51.4437,-0.04521,535949,173446,TQ359734,274,163,8762,3792
SE23 2,51.4366,-0.0474858,535812,172653,TQ358726,322,211,13398,5779
SE23 3,51.4412,-0.0554809,535243,173149,TQ352731,364,250,11527,5061
SE23 9,51.4367,-0.0532,535415,172653,TQ354726,69,13,,
SE24 0,51.4581,-0.102243,531944,174943,TQ319749,270,155,9109,3886
SE24 4,51.4738,-0.0966232,532289,176700,TQ322766,33,12,,
SE24 9,51.4532,-0.0987862,532199,174405,TQ321744,265,138,9652,3910
SE25 4,51.3988,-0.0717721,534235,168405,TQ342684,336,227,12875,5489
SE25 5,51.3945,-0.0767433,533901,167917,TQ339679,285,164,8949,3888
SE25 6,51.4001,-0.0830566,533446,168529,TQ334685,361,248,12697,5574
SE25 9,51.3995,-0.07999,533661,168468,TQ336684,49,5,,
SE26 4,51.4296,-0.052055,535515,171866,TQ355718,294,189,9447,4208
SE26 5,51.4249,-0.0467567,535897,171353,TQ358713,288,178,8387,3612
SE26 6,51.428,-0.0623964,534801,171669,TQ348716,338,241,10727,4785
SE26 9,51.4292,-0.0588435,535045,171809,TQ350718,45,10,,
SE27 0,51.4295,-0.104383,531878,171759,TQ318717,340,204,12457,5053
SE27 7,51.4296,-0.0993727,532226,171779,TQ322717,47,13,,
SE27 9,51.4315,-0.0987688,532263,171992,TQ322719,290,177,8955,3852
SE28 0,51.4976,0.0906697,545220,179701,TQ452797,246,176,11368,3940
SE28 8,51.5043,0.114298,546839,180493,TQ468804,341,237,18021,6558
SE28 9,51.4985,0.10445,546174,179828,TQ461798,56,17,,
SE99 7,51.4782,-0.0816974,533313,177216,TQ333772,16,0,,
SG1 1,51.9005,-0.1972,524133,223975,TL241239,325,208,7194,3126
SG1 2,51.9047,-0.213612,522992,224414,TL229244,359,211,7149,3181
SG1 3,51.9106,-0.202687,523728,225089,TL237250,312,223,8235,3566
SG1 4,51.9205,-0.190119,524565,226211,TL245262,342,256,10861,4141
SG1 5,51.9127,-0.184869,524947,225353,TL249253,283,213,11034,4818
SG1 6,51.9244,-0.176899,525463,226668,TL254266,100,79,6860,2588
SG1 9,51.8962,-0.202909,523752,223487,TL237234,183,52,,
SG2 0,51.9067,-0.174268,525693,224704,TL256247,220,162,8333,3386
SG2 7,51.9062,-0.145868,527648,224698,TL276246,246,173,7684,3128
SG2 8,51.8837,-0.179716,525383,222137,TL253221,305,240,12640,5230
SG2 9,51.8943,-0.174644,525702,223324,TL257233,321,253,13413,5377
SG3 6,51.8614,-0.182461,525256,219652,TL252196,305,201,7127,3033
SG4 0,51.9557,-0.259796,519680,230009,TL196300,294,183,8918,3852
SG4 7,51.9339,-0.235906,521380,227624,TL213276,269,202,4801,1884
SG4 8,51.874,-0.277157,518702,220895,TL187208,341,261,6363,2699
SG4 9,51.9445,-0.268158,519135,228750,TL191287,322,231,8834,3807
SG5 1,51.9521,-0.276239,518559,229582,TL185295,349,202,7250,3245
SG5 2,51.9512,-0.285064,517955,229467,TL179294,292,204,8132,3494
SG5 3,51.9655,-0.325618,515132,230993,TL151309,320,254,6337,2703
SG5 4,52.0065,-0.235941,521182,235698,TL211356,279,220,9631,3977
SG5 9,51.9171,-0.232074,521689,225762,TL216257,78,24,,
SG6 1,51.9834,-0.213928,522756,233166,TL227331,346,218,6957,2960
SG6 2,51.9713,-0.210422,523030,231826,TL230318,310,232,8128,3253
SG6 3,51.9746,-0.22924,521728,232162,TL217321,308,207,5760,2319
SG6 4,51.9866,-0.233533,521401,233489,TL214334,344,267,12405,5461
SG6 9,51.9805,-0.213911,522765,232843,TL227328,146,65,,
SG7 2,51.9073,-0.158155,526800,224798,TL268247,1,0,,
SG7 5,52.0217,-0.174105,525383,237494,TL253374,245,199,4433,1901
SG7 6,51.9863,-0.182544,524903,233542,TL249335,319,239,8900,3727
SG8 0,52.089,-0.0916567,530844,245123,TL308451,234,187,4022,1623
SG8 1,52.058,-0.0323939,534997,241784,TL349417,68,14,,
SG8 5,52.0723,-0.0327016,534933,243374,TL349433,367,260,10821,4271
SG8 6,52.0899,0.017112,538292,245425,TL382454,291,193,7207,2974
SG8 7,52.066,0.0140749,538158,242761,TL381427,274,202,7552,3153
SG8 8,52.0234,0.0394557,540031,238072,TL400380,222,175,3288,1312
SG8 9,52.0405,-0.0287547,535299,239845,TL352398,266,205,5307,2215
SG9 0,51.9519,0.00832102,538114,230061,TL381300,254,220,3266,1267
SG9 9,51.9288,-0.026151,535815,227427,TL358274,305,253,6244,2487
SG10 6,51.8429,0.0657136,542402,218050,TL424180,133,108,2089,778
SG11 1,51.8712,0.00100994,537859,221073,TL378210,260,197,5226,2065
SG11 2,51.8833,0.0567855,541660,222526,TL416225,207,169,2862,1119
SG12 0,51.8294,-0.0436122,534912,216341,TL349163,366,270,9207,3894
SG12 4,51.8058,-0.0228123,536416,213755,TL364137,81,16,,
SG12 7,51.815,-0.0141577,536985,214794,TL369147,298,217,9037,3577
SG12 8,51.8003,0.0182021,539260,213221,TL392132,302,228,6310,2664
SG12 9,51.8056,-0.026752,536145,213725,TL361137,317,213,5157,2371
SG13 6,51.798,-0.014685,537000,212903,TL369129,1,0,,
SG13 7,51.7954,-0.0589965,533952,212531,TL339125,389,254,10717,4175
SG13 8,51.7787,-0.0882675,531983,210621,TL319106,288,205,5546,2279
SG13 9,51.7952,-0.0748344,532861,212480,TL328124,196,69,,
SG14 1,51.7967,-0.0791349,532560,212639,TL325126,294,174,2755,1483
SG14 2,51.8029,-0.103998,530827,213284,TL308132,278,203,7599,3336
SG14 3,51.8176,-0.0898414,531761,214944,TL317149,299,216,8756,3675
SG15 6,52.0116,-0.262513,519345,236221,TL193362,153,108,5584,2344
SG16 6,52.0135,-0.299108,516828,236373,TL168363,216,171,6091,2438
SG17 5,52.0353,-0.332013,514514,238746,TL145387,384,303,12320,4859
SG17 9,52.036,-0.356728,512817,238785,TL128387,64,56,,
SG18 0,52.0911,-0.259734,519323,245067,TL193450,254,188,7630,3184
SG18 1,52.0859,-0.262483,519149,244485,TL191444,19,6,,
SG18 8,52.0835,-0.248779,520094,244240,TL200442,349,288,9531,3974
SG18 9,52.0739,-0.288305,517411,243108,TL174431,296,229,6777,2779
SG19 1,52.1305,-0.290694,517099,249399,TL170493,312,229,9605,4015
SG19 2,52.1332,-0.242849,520367,249778,TL203497,342,252,9470,3905
SG19 3,52.159,-0.18831,524028,252739,TL240527,225,161,5124,2110
SG19 9,52.1286,-0.288543,517252,249191,TL172491,26,8,,
SK1 1,53.4107,-2.15862,389553,390444,SJ895904,262,107,244,124
SK1 2,53.4142,-2.14908,390188,390831,SJ901908,134,62,1574,728
SK1 3,53.4051,-2.15601,389725,389820,SJ897898,276,146,2168,1346
SK1 4,53.4052,-2.14359,390551,389829,SJ905898,169,136,7245,3302
SK1 9,53.407,-2.16039,389435,390032,SJ894900,63,31,,
SK2 5,53.3975,-2.1244,391826,388970,SJ918889,338,255,13983,5841
SK2 6,53.3978,-2.14969,390144,389007,SJ901890,285,176,8042,3651
SK2 7,53.3912,-2.13993,390791,388271,SJ907882,221,144,7429,3120
SK2 9,53.4076,-2.16156,389357,390099,SJ893900,24,7,,
SK3 0,53.4023,-2.18043,388101,389512,SJ881895,336,207,7007,3033
SK3 3,53.4076,-2.16156,389357,390099,SJ893900,30,10,,
SK3 8,53.395,-2.16214,389315,388697,SJ893886,318,207,12023,4967
SK3 9,53.4021,-2.16998,388796,389488,SJ887894,234,174,8893,4203
SK4 1,53.4149,-2.16581,389076,390912,SJ890909,266,127,3464,1732
SK4 2,53.4141,-2.17866,388222,390825,SJ882908,249,173,8027,3328
SK4 3,53.414,-2.19487,387145,390817,SJ871908,271,177,7877,3453
SK4 4,53.4203,-2.18267,387957,391515,SJ879915,268,178,7925,3475
SK4 5,53.4298,-2.17402,388535,392570,SJ885925,177,137,7218,3029
SK4 9,53.4076,-2.16156,389357,390099,SJ893900,59,15,,
SK5 6,53.4404,-2.1587,389555,393748,SJ895937,361,269,14497,6367
SK5 7,53.4254,-2.15811,389591,392079,SJ895920,259,193,8107,3839
SK5 8,53.428,-2.13608,391055,392365,SJ910923,162,135,6934,3147
SK5 9,53.4076,-2.16156,389357,390099,SJ893900,18,2,,
SK6 0,53.419,-2.1012,393372,391360,SJ933913,28,8,,
SK6 1,53.4243,-2.09869,393539,391949,SJ935919,257,185,8912,3958
SK6 2,53.4217,-2.11541,392428,391662,SJ924916,273,173,7246,3113
SK6 3,53.4116,-2.10119,393371,390536,SJ933905,152,123,4905,2199
SK6 4,53.416,-2.08412,394506,391025,SJ945910,213,158,6668,2916
SK6 5,53.4029,-2.04567,397061,389565,SJ970895,236,159,5731,2418
SK6 6,53.3969,-2.07012,395435,388899,SJ954888,227,164,6662,2732
SK6 7,53.3882,-2.06317,395896,387930,SJ958879,266,199,6753,2956
SK6 8,53.3688,-2.07622,395026,385773,SJ950857,129,98,3829,1772
SK6 9,53.3931,-2.06331,395887,388476,SJ958884,35,11,,
SK7 0,53.3564,-2.16551,389081,384403,SJ890844,55,16,,
SK7 1,53.3536,-2.1672,388968,384092,SJ889840,264,170,6680,2634
SK7 2,53.363,-2.16177,389332,385137,SJ893851,243,176,6925,2823
SK7 3,53.3729,-2.16251,389285,386238,SJ892862,236,151,7038,2887
SK7 4,53.3816,-2.11845,392218,387201,SJ922872,262,186,7334,3341
SK7 5,53.377,-2.13318,391237,386691,SJ912866,227,151,5715,2442
SK7 6,53.3729,-2.11362,392538,386232,SJ925862,205,140,6977,2751
SK7 9,53.3879,-2.13218,391306,387903,SJ913879,24,3,,
SK8 1,53.3913,-2.21687,385675,388295,SJ856882,254,162,5722,2370
SK8 2,53.3938,-2.2036,386558,388571,SJ865885,230,151,6717,3047
SK8 3,53.3735,-2.22455,385158,386317,SJ851863,344,261,12656,5012
SK8 4,53.3903,-2.23136,384711,388187,SJ847881,282,191,8475,3357
SK8 5,53.3821,-2.19143,387364,387267,SJ873872,263,173,8274,3421
SK8 6,53.3705,-2.19953,386821,385978,SJ868859,286,195,8307,3401
SK8 7,53.3689,-2.18616,387711,385797,SJ877857,268,176,8283,3421
SK8 9,53.3931,-2.21776,385616,388496,SJ856884,82,33,,
SK9 0,53.3282,-2.23136,384688,381278,SJ846812,88,37,,
SK9 1,53.3244,-2.23238,384619,380856,SJ846808,234,118,2044,984
SK9 2,53.3323,-2.21675,385663,381731,SJ856817,329,229,8573,3693
SK9 3,53.3483,-2.21543,385756,383511,SJ857835,280,205,6490,3006
SK9 4,53.3392,-2.23593,384388,382503,SJ843825,169,107,4297,1715
SK9 5,53.3275,-2.24124,384030,381203,SJ840812,232,142,5113,2273
SK9 6,53.3201,-2.24624,383694,380380,SJ836803,186,124,5408,2214
SK9 7,53.3027,-2.23947,384139,378443,SJ841784,369,224,6005,2631
SK10 1,53.261,-2.12211,391952,373784,SJ919737,277,189,3169,1520
SK10 2,53.2712,-2.1234,391868,374919,SJ918749,371,275,10632,4688
SK10 3,53.2652,-2.1503,390072,374255,SJ900742,281,225,9972,4178
SK10 4,53.2888,-2.15756,389594,376882,SJ895768,359,251,6374,2612
SK10 5,53.2908,-2.09866,393521,377097,SJ935770,347,265,9233,4095
SK10 9,53.2615,-2.12471,391778,373840,SJ917738,367,209,,
SK11 0,53.2198,-2.10139,393327,369199,SJ933691,234,177,4433,1919
SK11 6,53.2583,-2.12712,391617,373485,SJ916734,302,163,3478,1858
SK11 7,53.2517,-2.12483,391769,372750,SJ917727,375,284,11460,5087
SK11 8,53.2555,-2.14231,390603,373175,SJ906731,342,262,13491,5987
SK11 9,53.2431,-2.22438,385123,371809,SJ851718,242,193,4026,1786
SK12 1,53.3494,-2.12543,391748,383619,SJ917836,393,319,14305,6044
SK12 2,53.3582,-2.03673,397653,384592,SJ976845,210,152,4744,2058
SK12 3,53.3656,-2.01164,399323,385414,SJ993854,128,0,,
SK12 4,53.3692,-1.99497,400432,385815,SK004858,174,0,,
SK12 5,53.3819,-1.95875,402841,387228,SK028872,136,0,,
SK12 6,53.3262,-1.9212,405346,381034,SK053810,278,0,,
SK12 7,53.3291,-1.98747,400932,381354,SK009813,209,0,,
SK13 0,53.4476,-1.98725,400944,394537,SK009945,122,117,1940,776
SK13 1,53.4656,-1.96819,402209,396540,SK022965,208,180,6697,2849
SK13 2,53.458,-1.97963,401450,395694,SK014956,103,85,3758,1545
SK13 5,53.4324,-1.99369,400517,392846,SK005928,51,45,1420,621
SK13 6,53.4423,-1.97119,402011,393947,SK020939,214,176,5957,2293
SK13 7,53.4474,-1.94846,403521,394516,SK035945,168,141,4029,1811
SK13 8,53.4416,-1.94643,403656,393871,SK036938,325,238,9303,4112
SK13 9,53.4448,-1.96248,402590,394226,SK025942,320,7,,
SK14 1,53.4493,-2.07818,394905,394729,SJ949947,236,155,5312,1888
SK14 2,53.4527,-2.0751,395110,395107,SJ951951,228,153,4701,2207
SK14 3,53.4488,-2.04292,397247,394671,SJ972946,248,209,6316,2679
SK14 4,53.4607,-2.07381,395197,395997,SJ951959,345,280,12592,5400
SK14 5,53.4416,-2.07271,395268,393872,SJ952938,270,211,10058,4354
SK14 6,53.4479,-2.0162,399021,394570,SJ990945,243,145,4557,2079
SK14 7,53.4665,-1.96526,402404,396640,SK024966,176,0,,
SK14 8,53.46,-1.98822,400880,395916,SK008959,181,79,2772,1238
SK14 9,53.4522,-2.07834,394895,395052,SJ948950,84,40,,
SK15 1,53.4859,-2.06383,395862,398800,SJ958987,283,225,9144,4035
SK15 2,53.4794,-2.04928,396827,398076,SJ968980,301,220,9115,3967
SK15 3,53.4953,-2.03586,397718,399844,SJ977998,264,221,9366,3814
SK15 9,53.4839,-2.06134,396027,398577,SJ960985,23,8,,
SK16 4,53.4744,-2.09025,394107,397522,SJ941975,313,256,8449,3854
SK16 5,53.471,-2.07292,395257,397143,SJ952971,257,208,11026,4639
SK17 0,53.171,-1.87282,408599,363773,SK085637,211,190,2872,1224
SK17 1,53.2625,-1.91223,405952,373948,SK059739,26,15,,
SK17 6,53.2576,-1.91816,405557,373402,SK055734,360,277,7912,3592
SK17 7,53.261,-1.89917,406823,373782,SK068737,224,190,7753,3247
SK17 8,53.2847,-1.81527,412413,376430,SK124764,243,205,5249,2252
SK17 9,53.2432,-1.88863,407530,371803,SK075718,310,260,8128,3374
SK22 1,53.3847,-1.9945,400463,387539,SK004875,62,51,950,428
SK22 2,53.3807,-1.94886,403499,387095,SK034870,104,79,2366,1049
SK22 3,53.3677,-2.01553,399064,385648,SJ990856,108,89,2930,1259
SK22 4,53.3717,-2.0045,399798,386093,SJ997860,193,166,5975,2604
SK22 9,53.3534,-1.98604,401027,384057,SK010840,13,7,,
SK23 0,53.3255,-1.91234,405936,380957,SK059809,217,149,4656,1995
SK23 6,53.3394,-1.93745,404262,382501,SK042825,101,79,2168,928
SK23 7,53.3291,-1.98118,401351,381354,SK013813,293,232,7733,3348
SK23 9,53.3189,-1.92482,405106,380221,SK051802,89,72,2623,1084
SL0 0,51.5323,-0.520618,502712,182525,TQ027825,275,189,5918,2319
SL0 1,51.508,-0.544641,501100,179789,TQ010797,13,4,,
SL0 9,51.5127,-0.51062,503450,180359,TQ034803,242,152,5231,1996
SL1 0,51.5084,-0.585449,498267,179778,SU982797,396,122,,
SL1 1,51.5082,-0.58836,498065,179752,SU980797,350,177,5787,2266
SL1 2,51.5073,-0.601741,497139,179634,SU971796,380,271,15449,5542
SL1 3,51.5165,-0.602199,497087,180656,SU970806,375,253,15951,4902
SL1 4,51.5196,-0.619992,495846,180978,SU958809,341,108,887,331
SL1 5,51.5144,-0.635646,494771,180379,SU947803,308,252,13405,5016
SL1 6,51.5229,-0.645151,494094,181312,SU940813,186,124,7209,2919
SL1 7,51.5274,-0.651558,493640,181805,SU936818,194,127,4954,2049
SL1 8,51.5403,-0.652919,493520,183237,SU935832,213,161,3788,1500
SL1 9,51.5089,-0.616849,496087,179792,SU960797,90,59,2937,1364
SL2 1,51.5271,-0.613623,496272,181820,SU962818,310,231,14734,5090
SL2 2,51.5322,-0.63324,494901,182362,SU949823,211,181,8429,3354
SL2 3,51.5506,-0.611233,496389,184437,SU963844,357,271,7188,2808
SL2 4,51.5405,-0.585436,498199,183348,SU981833,254,174,5211,2134
SL2 5,51.5157,-0.58115,498550,180596,SU985805,392,262,17653,5662
SL3 0,51.4845,-0.528138,502298,177199,TQ022771,274,168,3914,1703
SL3 3,51.5083,-0.584619,498325,179768,SU983797,143,26,,
SL3 6,51.5281,-0.561889,499859,182001,SU998820,217,141,3146,1304
SL3 7,51.5028,-0.566439,499599,179181,SU995791,380,300,14959,5106
SL3 8,51.5004,-0.547964,500886,178939,TQ008789,393,291,17542,6847
SL3 9,51.4863,-0.571537,499280,177339,SU992773,254,173,5631,2352
SL4 1,51.4813,-0.60983,496632,176732,SU966767,339,164,3018,1470
SL4 2,51.4586,-0.605169,497004,174214,SU970742,292,216,6557,2731
SL4 3,51.4763,-0.617813,496089,176165,SU960761,343,235,8813,3792
SL4 4,51.4702,-0.649496,493901,175446,SU939754,396,296,10539,4278
SL4 5,51.4826,-0.633989,494952,176845,SU949768,370,254,9311,3965
SL4 6,51.4928,-0.622351,495739,177995,SU957779,241,181,5064,1825
SL4 9,51.4812,-0.610401,496593,176720,SU965767,73,26,,
SL5 0,51.3978,-0.637369,494893,167410,SU948674,280,191,4011,1664
SL5 5,51.4018,-0.653426,493768,167834,SU937678,58,24,,
SL5 7,51.4111,-0.661991,493153,168857,SU931688,332,225,5328,2083
SL5 8,51.4137,-0.689194,491256,169113,SU912691,323,227,7571,2903
SL5 9,51.3977,-0.659069,493383,167371,SU933673,379,253,7267,2722
SL6 0,51.5241,-0.687092,491182,181393,SU911813,247,142,4866,2069
SL6 1,51.5198,-0.717651,489070,180877,SU890808,375,219,5182,2216
SL6 2,51.5048,-0.713446,489391,179214,SU893792,388,273,10383,4212
SL6 3,51.5057,-0.749805,486866,179270,SU868792,389,274,11019,4332
SL6 4,51.5171,-0.738622,487621,180552,SU876805,334,214,8210,3122
SL6 5,51.5272,-0.757107,486319,181653,SU863816,216,149,6158,2395
SL6 6,51.5262,-0.741762,487385,181560,SU873815,347,227,9541,3681
SL6 7,51.5295,-0.724876,488550,181947,SU885819,386,240,9546,3675
SL6 8,51.5271,-0.71088,489526,181697,SU895816,394,262,6840,3057
SL6 9,51.5511,-0.726751,488378,184347,SU883843,360,258,5787,2405
SL7 1,51.5723,-0.769469,485377,186654,SU853866,388,280,7387,3173
SL7 2,51.5693,-0.790861,483900,186296,SU839862,324,204,5359,2127
SL7 3,51.5823,-0.775221,484960,187759,SU849877,333,220,8313,3411
SL7 9,51.5708,-0.775319,484974,186480,SU849864,60,15,,
SL8 5,51.5779,-0.708957,489560,187349,SU895873,391,287,6382,2794
SL9 0,51.6111,-0.550064,500496,191247,TQ004912,280,212,5191,1910
SL9 1,51.5871,-0.554023,500275,188573,TQ002885,78,27,,
SL9 7,51.5802,-0.555859,500163,187803,TQ001878,291,178,5443,1946
SL9 8,51.5906,-0.556363,500105,188959,TQ001889,364,244,4713,1747
SL9 9,51.6029,-0.559584,499855,190323,SU998903,332,219,5685,2285
SL60 1,51.5186,-0.714794,489271,180747,SU892807,152,38,,
SL95 1,51.4991,-0.538793,501526,178807,TQ015788,25,24,,
SM1 1,51.3647,-0.194681,525779,164395,TQ257643,273,120,2751,1238
SM1 2,51.3644,-0.202353,525245,164348,TQ252643,325,248,13182,5552
SM1 3,51.3721,-0.187185,526280,165231,TQ262652,269,217,12592,5052
SM1 4,51.3636,-0.187652,526271,164285,TQ262642,353,224,9749,4517
SM1 9,51.3601,-0.19319,525895,163886,TQ258638,240,70,,
SM2 5,51.3543,-0.189228,526187,163248,TQ261632,315,222,12182,5332
SM2 6,51.3541,-0.198253,525559,163210,TQ255632,336,242,10082,4788
SM2 7,51.3499,-0.211817,524626,162720,TQ246627,183,131,6029,2168
SM3 2,51.3696,-0.1597,528200,165000,TQ281650,1,0,,
SM3 8,51.3629,-0.218115,524152,164155,TQ241641,240,166,7597,2991
SM3 9,51.376,-0.211145,524602,165623,TQ246656,283,219,13516,4981
SM4 4,51.392,-0.21478,524305,167396,TQ243673,254,178,14045,5219
SM4 5,51.3945,-0.196917,525541,167705,TQ255677,254,171,9126,3456
SM4 6,51.3909,-0.189269,526083,167318,TQ260673,255,212,13167,5142
SM4 9,51.3973,-0.198933,525393,168013,TQ253680,90,34,,
SM5 1,51.3814,-0.173914,527178,166288,TQ271662,237,198,13011,5057
SM5 2,51.3706,-0.163756,527915,165104,TQ279651,298,218,11229,4767
SM5 3,51.3604,-0.163791,527941,163970,TQ279639,236,162,8086,3093
SM5 4,51.3511,-0.164233,527936,162935,TQ279629,181,127,5965,2200
SM5 9,51.3603,-0.152885,528700,163978,TQ287639,48,13,,
SM6 0,51.3578,-0.151715,528789,163702,TQ287637,313,163,6014,2743
SM6 6,51.3603,-0.152872,528701,163978,TQ287639,42,16,,
SM6 7,51.3712,-0.151983,528733,165192,TQ287651,213,135,6405,2697
SM6 8,51.3625,-0.143197,529369,164240,TQ293642,296,204,11824,4853
SM6 9,51.355,-0.138816,529695,163413,TQ296634,314,205,12060,4795
SM7 1,51.3237,-0.216397,524378,159798,TQ243597,218,152,6658,2525
SM7 2,51.3216,-0.203098,525310,159588,TQ253595,237,173,6975,2873
SM7 3,51.3235,-0.183572,526665,159833,TQ266598,184,140,4926,1868
SM7 9,51.3218,-0.20316,525305,159610,TQ253596,32,12,,
SN1 1,51.5593,-1.77324,415817,184515,SU158845,269,100,911,469
